scenario,strategy,membership_fee_eur,first_year_subsidy_eur,effective_fee_eur,info_cues_used,consumer_climate_index,savings_rate_percent,inflation_percent,competitor_penalty_percent,adoption_rate,projected_member_households,projected_member_spend_eur,membership_revenue_eur,merchandise_contribution_eur,total_contribution_eur,break_even_monthly_spend_eur,replication_id
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.1801620135171813,0.19986666666666666,89940.0,791216797.6586841,3147900.0,14395012.91640915,3609992.9164091498,29.80088254721568,45
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.3816110375065087,0.30366666666666664,136650.0,1063523904.8701,2733000.0,20476265.723099187,9276345.723099187,17.0290757412661,45
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.1057877007553722,0.0946,42570.0,455829961.9126489,2767050.0,7580484.897736438,-3585385.1022635624,55.419005954097514,46
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.4409676351053786,0.1964,88380.0,788260321.438076,3093300.0,14460979.485896409,3621359.4858964086,29.84100320605251,46
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.392691007446186,0.2986,134370.0,1060726045.9445666,2687400.0,20710337.00155753,9464817.001557529,17.052001832030005,46
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,3.0000788191906986,0.087,39150.0,424606886.90190065,2544750.0,7302235.099598043,-4085934.9004019573,55.35256538846533,47
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.7761699084739604,0.19666666666666666,88500.0,788070647.7321264,3097500.0,14654402.279496461,3818982.279496461,29.805227516865944,47
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,0.6697024443229144,0.3166,142470.0,1115291749.807096,2849400.0,22120966.16023034,11037446.160230339,17.031558581066253,47
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.7314886151281454,0.09286666666666667,41790.0,450335375.7218334,2716350.0,7728722.4863806665,-3487847.5136193335,55.27511731018354,48
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.893904684875441,0.18406666666666666,82830.0,744114529.6360246,2899050.0,13658736.051064774,2624866.0510647744,29.763524705483444,48
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.360444624262092,0.2954,132930.0,1044104308.8585516,2658600.0,20326687.63069339,9052367.630693391,17.007728403133395,48
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.728542947362552,0.0978,44010.0,471658951.2017774,2860650.0,8277337.120593406,-2794932.8794065937,55.310645085608506,49
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,2.174762816306545,0.18793333333333334,84570.0,763027866.2969629,2959950.0,14331677.060723722,3358707.060723722,29.78265504609688,49
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.552470312507851,0.2984,134280.0,1065261230.4868606,2685600.0,21267467.64236915,10020147.642369151,17.018660026341077,49
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,0.9076514811875125,0.106,47700.0,510336724.954049,3100500.0,8894295.345129244,-1938124.654870756,55.26437985238176,50
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.8752634376329518,0.211,94950.0,848568006.6228868,3323250.0,16112304.536704093,5502634.536704093,29.757742997436335,50
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.5683596985982824,0.3026,136170.0,1086337029.282173,2723400.0,21662146.03595577,10452626.035955772,17.004424569963618,50
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.4869583773035733,0.09506666666666666,42780.0,456402612.7712227,2780700.0,7871948.777349666,-3280271.2226503342,55.45117416462997,51
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.702953217245347,0.20413333333333333,91860.0,820185992.4932965,3215100.0,15482482.300439343,4764662.300439343,29.858324550185362,51
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,2.3181072147508703,0.2786,125370.0,1002719304.7435243,2507400.0,19503326.68801953,8077806.688019529,17.061899742963067,51
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.58529267193745,0.09246666666666667,41610.0,446276664.5701322,2704650.0,7592521.757310778,-3635748.242689222,55.37183330076976,52
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.3166379095352407,0.1958,88110.0,779466704.2245239,3083850.0,14296686.296674952,3447616.296674952,29.81560254656833,52
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.4665192315514377,0.3012,135540.0,1057372105.979504,2710800.0,20531429.381594405,9309309.381594405,17.037487169467617,52
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,0.7235068031458038,0.10633333333333334,47850.0,509767079.087805,3110250.0,8432030.931065403,-2390639.068934597,55.33246259254032,53
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.6605626398874365,0.21226666666666666,95520.0,846302613.3661424,3343200.0,15273027.346960515,4683307.346960515,29.794402934444786,53
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.5784743644199923,0.3016666666666667,135750.0,1075664857.616063,2715000.0,20837690.173682034,9619770.173682034,17.02537310539702,53
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.9970808706852714,0.09426666666666667,42420.0,449063455.5060136,2757300.0,7496029.043207064,-3679590.9567929357,55.302912906726505,54
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.6824650889599506,0.2046,92070.0,812004152.5705001,3222450.0,15075906.00223741,4365436.002237409,29.778491565160426,54
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.6483922033239384,0.29346666666666665,132060.0,1037155007.1526077,2641200.0,20183690.23375678,8891970.23375678,17.016280894377385,54
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.7344375851653486,0.10366666666666667,46650.0,500490466.16830814,3032250.0,8405108.935717493,-2495561.0642825067,55.46597444689555,55
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,2.7598162939130804,0.18553333333333333,83490.0,761576702.8265939,2922150.0,13843159.915594652,2832389.9155946523,29.86629393294376,55
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.1159185723033842,0.3108666666666667,139890.0,1114151911.0612617,2797800.0,21990987.931972012,10855867.931972012,17.06645367596786,55
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.045331299104877,0.10286666666666666,46290.0,503321124.54703796,3008850.0,9087712.287979841,-1836357.7120201588,55.43155544700094,56
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.47332086816211805,0.2132,95940.0,859972098.4010929,3357900.0,16312541.987463355,5737521.987463355,29.847760625308197,56
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,2.0129184187814837,0.2929333333333333,131820.0,1056120005.8691666,2636400.0,20737668.761750847,9441148.761750847,17.055863214461827,56
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.4153774016907965,0.0912,41040.0,439420246.49358994,2667600.0,7438303.668585055,-3827016.3314149454,55.39189535404821,57
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.8247838983304733,0.20266666666666666,91200.0,809722272.3911489,3192000.0,15186130.76909943,4445210.769099429,29.826405190641342,57
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,0.5807855283464092,0.3171333333333333,142710.0,1111128949.0860832,2854200.0,22083860.184188187,11005140.184188187,17.04366010893791,57
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.6133069938848048,0.10173333333333333,45780.0,488733762.0465841,2975700.0,8243036.486005902,-2714183.5139940977,55.34379042550401,58
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.9949985768810757,0.20633333333333334,92850.0,832173861.3765469,3249750.0,15681930.771273524,4998760.771273524,29.800502536809855,58
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,2.0468602607040647,0.2944,132480.0,1056854831.2961566,2649600.0,20677066.90695508,9393746.906955078,17.028858592462772,58
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.8884593461797667,0.0932,41940.0,440934934.3481895,2726100.0,7429561.311281055,-3777258.688718945,55.29374534253433,59
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.10079541482134383,0.2158,97110.0,851370737.9617203,3398850.0,15793522.769534633,5259452.769534633,29.773555184441562,59
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.3277476928849203,0.30206666666666665,135930.0,1065881368.8384508,2718600.0,20620593.337576926,9406273.337576926,17.01346010539518,59
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.7408584411700234,0.09093333333333334,40920.0,438511582.29208845,2659800.0,7329726.905952156,-3943393.0940478444,55.413885918703535,60
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.3803708171442328,0.19153333333333333,86190.0,763955903.9021736,3016650.0,13935200.863532066,3018930.8635320663,29.838246263917288,60
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.9480020325906338,0.284,127799.99999999999,1005515710.4583762,2555999.9999999995,19499909.96854797,8122989.96854797,17.050426436524166,60
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.50108972070336,0.091,40950.0,431552024.6900711,2661750.0,7436237.627222262,-3834932.3727777377,55.46816892499974,61
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.786879449077012,0.18446666666666667,83010.0,735779490.3525455,2905350.0,13934755.046176791,2907185.046176791,29.86747557499986,61
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.2113825339693745,0.2965333333333333,133440.0,1037412246.5654044,2668800.0,20726987.603795364,9462867.603795364,17.06712889999992,61
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,0.5564350457122518,0.09966666666666667,44850.0,478712375.55072165,2915250.0,8297429.115143836,-2720240.8848561645,55.31078253311953,62
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.0,0.2132,95940.0,842261770.1328585,3357900.0,15782285.450896055,5207265.4508960545,29.782729056295135,62
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.9959038289476705,0.28246666666666664,127109.99999999999,1005660525.9655378,2542199.9999999995,19413591.65383017,8022871.653830171,17.018702317882934,62
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.6038987804411122,0.08906666666666667,40080.0,435001389.2938888,2605200.0,7301147.943667732,-4026572.056332268,55.39363086577964,63
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,2.130333487386614,0.1826,82170.0,742717021.2741342,2875950.0,13620538.448893517,2563568.4488935173,29.827339696958266,63
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,2.0951053366173187,0.2798,125910.0,1004643055.048216,2518200.0,19620323.56391278,8205603.563912779,17.044194112547583,63
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.3267111408772414,0.0996,44820.0,485782300.33392596,2913300.0,8540505.198349841,-2479114.801650159,55.33131610025823,64
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,3.059864887642497,0.17993333333333333,80970.0,738001986.0666302,2833950.0,13701558.235345393,2602588.2353453934,29.79378559244674,64
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.488908276647476,0.3024,136080.0,1081749977.133718,2721600.0,21398329.86233954,10187009.862339541,17.025020338540994,64
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.5934672706115336,0.09953333333333333,44790.0,476919239.31305206,2911350.0,7870404.749515355,-3151165.2504846454,55.393373902248506,65
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.25999926154437714,0.21186666666666668,95340.0,843720794.8007348,3336900.0,15388661.547679603,4792641.547679603,29.827201331979968,65
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,0.9806185746288767,0.3054,137430.0,1082188735.6430686,2748600.0,20996079.85674548,9811759.856745481,17.044115046845693,65
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.526668044326864,0.09793333333333333,44070.0,473818509.6816725,2864550.0,7852023.871733792,-3216346.128266208,55.42480171752505,66
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.9120897614815094,0.19786666666666666,89040.0,799734707.3540071,3116400.0,14674899.122001931,3858379.122001931,29.84412400174426,66
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,0.6423219344787762,0.31066666666666665,139800.0,1095514249.0422034,2796000.0,21234605.676276848,10097685.676276848,17.05378514385386,66
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.5965247339733843,0.09866666666666667,44400.0,475363486.68417966,2886000.0,7904505.713133059,-3142414.2868669406,55.26019522199942,67
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.269651590613197,0.19933333333333333,89700.0,802936588.2184786,3139500.0,14716902.124790564,3923482.124790564,29.75548973492276,67
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.6592102767299226,0.295,132750.0,1052359382.8811204,2655000.0,20278329.084904537,9000409.084904537,17.003136991384434,67
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.265548860659359,0.08973333333333333,40380.0,436213272.7283194,2624700.0,7148765.6140086055,-4159454.3859913945,55.44260224074551,68
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.3901674275725289,0.18953333333333333,85290.0,764829557.1250604,2985150.0,13906258.341847718,2958488.3418477178,29.853708898862966,68
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.8208483438516092,0.28513333333333335,128310.00000000001,1017133535.7516512,2566200.0000000005,19899111.68513736,8532391.685137361,17.059262227921696,68
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.0465343740839197,0.09326666666666666,41970.0,446820509.0782528,2728050.0,7617317.807627074,-3587552.1923729256,55.42823743785649,69
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.5244988754745936,0.20613333333333334,92760.0,821445421.1469549,3246600.0,15479208.58312349,4792888.58312349,29.845974004999643,69
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.9998085043620641,0.2810666666666667,126480.00000000001,1006529100.804001,2529600.0000000005,19687350.45588495,8284030.455884948,17.054842288571226,69
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.0382278636380022,0.0974,43830.0,473322972.83608896,2848950.0,8173142.336700343,-2910827.6632996574,55.428837706818996,70
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.7292150868364886,0.18766666666666668,84450.0,763194893.4523071,2955750.0,14394182.872157231,3417012.872157231,29.84629722674869,70
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,0.9037111784893822,0.30506666666666665,137280.0,1080519885.638082,2745600.0,21497574.497174397,10310254.497174397,17.05502698671354,70
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.8622394535472973,0.09266666666666666,41700.0,446348102.41203743,2710500.0,7704530.428425156,-3517889.5715748444,55.40433820160518,71
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.3742870080431342,0.1946,87570.0,777992825.891934,3064950.0,14411479.140662313,3543509.1406623125,29.83310518547971,71
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,0.9788378975198556,0.3062666666666667,137820.0,1076818575.7359595,2756400.0,21326814.94481033,10150294.94481033,17.047488677416975,71
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,3.1989838551843617,0.09133333333333334,41100.0,441451739.4757259,2671500.0,7344813.04267098,-3916606.95732902,55.318507153498736,72
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.405931377296487,0.19906666666666667,89580.0,804395002.8594613,3135300.0,15006326.654394254,4208706.654394254,29.78688846726855,72
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,2.0140020840700967,0.29113333333333336,131010.00000000001,1044041304.1766765,2620200.0000000005,20278837.874794185,8966117.874794185,17.021079124153456,72
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.732449478922311,0.08813333333333333,39660.0,431340839.4790551,2577900.0,7398893.602811083,-3956126.397188917,55.37752350329634,73
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,1.2955352463546428,0.19786666666666666,89040.0,794822492.6889442,3116400.0,14829636.132983118,4013116.1329831183,29.818666501774953,73
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.2512928479725929,0.3011333333333333,135510.0,1069086183.5966523,2710200.0,21097579.533025876,9874859.533025876,17.039238001014258,73
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.846982531025407,0.09466666666666666,42600.0,457546463.4186916,2769000.0,7975643.103760272,-3188276.8962397277,55.31654455848076,74
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,2.245033137713547,0.18753333333333333,84390.0,756189539.8008895,2953650.0,14024814.366634518,3045544.366634518,29.785831685335793,74
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,2.5565417595702487,0.27413333333333334,123360.0,986947325.4720002,2467200.0,19141778.136158466,7676058.136158466,17.020475248763308,74
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,1.906372218092427,0.09413333333333333,42360.0,456095032.5322616,2753400.0,7827370.412457317,-3352149.587542683,55.31547166863476,75
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,2.02959267679191,0.1916,86220.0,771879348.8674335,3017700.0,14273427.828544214,3358207.8285442144,29.785253975418712,75
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,0.5218658329448176,0.3154666666666667,141960.0,1111980256.8323376,2839200.0,21793985.636883155,10700265.636883155,17.020145128810693,75
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,3.3609423625738657,0.087,39150.0,418242023.8943172,2544750.0,7014085.658931486,-4374084.341068514,55.23882235439407,76
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.4219145114643538,0.2126,95670.0,840002205.8378894,3348450.0,15475367.407053843,4890897.407053843,29.74398126775065,76
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,2.0875197348997716,0.2934,132030.0,1035426200.9487308,2640600.0,19584239.22200297,8291919.222002968,16.996560724428942,76
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,2.9100493877058162,0.08706666666666667,39180.0,426267353.666259,2546700.0,7482974.203043453,-3903245.7969565466,55.249783250147225,77
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.524134216576758,0.21086666666666667,94890.0,836785776.089115,3321150.0,15514376.92103675,4902606.92103675,29.74988328854081,77
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.7119851371807941,0.29833333333333334,134250.0,1054809326.5437857,2685000.0,20284316.58526525,9036396.585265249,16.999933307737606,77
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,4.005633146281115,0.0824,37080.0,406131132.5754361,2410200.0,7065943.245082624,-4456776.754917376,55.31558535977103,78
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,2.07590450900894,0.188,84600.0,765456590.2526221,2961000.0,14549631.978169829,3577711.9781698287,29.785315193722855,78
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.905106907257185,0.2898,130410.0,1037743911.5372308,2608200.0,20468463.283146113,9143743.283146113,17.020180110698778,78
base_case,standard_65,65.0,0.0,65.0,5,-24.1,20.0,2.2,3.3890277016020405,0.09026666666666666,40620.0,440797664.7373327,2640300.0,7669887.229626648,-3622732.770373352,55.38418028275475,79
base_case,entry_35,35.0,0.0,35.0,6,-24.1,20.0,2.2,0.7704949726705931,0.20286666666666667,91290.0,820759268.1465687,3195150.0,15430312.109582484,4692542.109582484,29.82225092148332,79
base_case,subsidized_65_to_20,65.0,45.0,20.0,7,-24.1,20.0,2.2,1.0631080644626216,0.3016,135720.0,1078381476.5164053,2714400.0,21349276.32254018,10130756.322540179,17.04128624084761,79
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.94236096673074,0.05906666666666667,26580.0,313046553.55347484,1727700.0,8599108.065341711,-3606111.934658289,63.553358067404936,0
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,1.9552844382627992,0.13673333333333335,61530.00000000001,600122460.2357225,2153550.0000000005,17533302.830006666,5753932.8300066665,34.22103895937189,0
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.6512443603991358,0.21886666666666665,98490.0,844977896.7054101,1969800.0,25363177.100171387,13400057.100171387,19.55487940535537,0
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.310174159251868,0.0632,28440.000000000004,332336679.02688044,1848600.0000000002,8900076.167828232,-3184243.832171768,63.721248886739154,1
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.070995403553006,0.13593333333333332,61169.99999999999,599798788.8291198,2140949.9999999995,17447442.90082158,5655472.9008215815,34.31144170824416,1
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.9356618924369573,0.20726666666666665,93270.0,807810888.5404444,1865400.0,24202471.48633513,12134951.486335129,19.606538118996664,1
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.2741130223538506,0.061266666666666664,27570.0,327909967.2399159,1792050.0,8866107.755632453,-3274762.2443675473,63.59727751135471,2
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.1552716804581777,0.13946666666666666,62759.99999999999,614916784.1016738,2196599.9999999995,17482789.50422892,5746469.50422892,34.24468789072946,2
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.3773384277050016,0.21393333333333334,96270.0,835274740.7181479,1925400.0,24558204.75093144,12550684.750931442,19.568393080416836,2
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.70234681395938,0.0604,27180.0,313735390.58042794,1766700.0,8271237.858053878,-3894982.141946122,63.69038635435427,3
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.0386439401979444,0.13406666666666667,60330.0,583761891.8591741,2111550.0,16562984.42374526,4741614.42374526,34.294823421575366,3
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.340678096572639,0.2118,95310.0,816504449.1727836,1906200.0,24299208.78139937,12272488.78139937,19.597041955185926,3
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.7211932900853686,0.058666666666666666,26400.0,310707094.69456923,1716000.0,8260282.286400206,-3956637.7135997936,63.68089301891151,4
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.8824613117858804,0.13013333333333332,58559.99999999999,574711284.8261844,2049599.9999999998,16286417.329302646,4403097.329302646,34.28971162556774,4
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.8958489493103836,0.192,86400.0,757263682.6512326,1728000.0,22222853.51202567,10017933.51202567,19.59412092889585,4
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.874496503255695,0.053733333333333334,24180.0,287545134.33948225,1571700.0,7753135.2158064395,-4608084.7841935605,63.665968440848786,5
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.5437637164939337,0.13406666666666667,60330.0,586800717.3701572,2111550.0,16893634.322280526,5072264.322280526,34.28167531430319,5
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.5411689319319843,0.21106666666666668,94980.0,819379556.0309025,1899600.0,24530642.236189634,12497322.236189634,19.589528751030397,5
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.7779856890892165,0.061,27450.0,318535810.4178451,1784250.0,8577107.725614265,-3571562.2743857354,63.73308947553593,6
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,3.2065963283172434,0.12573333333333334,56580.0,551161926.2908074,1980300.0,15515413.9252299,3562793.9252298996,34.31781740990396,6
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,2.9913358785378543,0.20766666666666667,93450.0,801575007.1278344,1869000.0,23607719.340072334,11543799.340072334,19.61018137708798,6
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.5813023490181743,0.0552,24840.0,294676703.74989325,1614600.0,7972618.5601903945,-4345701.4398096055,63.85150715204899,7
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.923757284802666,0.12993333333333335,58470.00000000001,571415830.9503152,2046450.0000000002,16524205.696959563,4637735.696959563,34.38158077418023,7
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.74419758386821,0.1942,87390.0,765882069.9652773,1747800.0,23161531.154987097,10976411.154987097,19.646617585245846,7
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.941842598394763,0.06213333333333333,27960.0,328507558.08783954,1817400.0,8965491.764401112,-3150028.2355988882,63.65175181135421,8
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.7859385578666025,0.13446666666666668,60510.00000000001,594522647.6732166,2117850.0000000005,17126342.60768567,5311272.60768567,34.274020206113796,8
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,3.213900542501708,0.20626666666666665,92820.0,809026573.1079668,1856400.0,24025803.979218617,11949283.979218617,19.585154403493604,8
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,2.5758792154291856,0.06213333333333333,27960.0,335895796.3389333,1817400.0,9167943.060574632,-2947576.939425368,63.857246260201805,9
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.6551165756804336,0.12813333333333332,57659.99999999999,574973367.6704746,2018099.9999999998,16465588.662742734,4550768.662742734,34.384671063185586,9
downside_stress,subsidized_65_to_20,65.0,45.0,20.0,7,-30.0,22.5,3.5,1.8335975000617102,0.21733333333333332,97800.0,847481430.5687912,1956000.0,25457284.557742834,13480364.557742834,19.648383464677483,9
downside_stress,standard_65,65.0,0.0,65.0,5,-30.0,22.5,3.5,3.453424553376072,0.05653333333333333,25440.0,298367898.0646435,1653600.0,7845323.704802152,-4433996.295197848,63.67477815569444,10
downside_stress,entry_35,35.0,0.0,35.0,6,-30.0,22.5,3.5,2.5573526776707944,0.1272,57240.0,559432890.2384158,2003400.0,15836967.90111503,3907447.90111503,34.28641900691239,10
